the	O
period	O
.	O
Volkswagen	ORGANIZATION
AG	ORGANIZATION
won	O
77,719	O
registrations	O
,	O
slightly	O
more	O
than	O
a	O
quarter	O
of	O
the	O
total	O
.	O
Opel	ORGANIZATION
AG	ORGANIZATION
together	O
with	O
General	ORGANIZATION
Motors	ORGANIZATION
came	O
in	O
second	O
place	O
with	O
49,269	O
registrations	O
,	O
16.4	O
percent	O
of	O
the	O
overall	O
figure	O
.	O
Third	O
was	O
Ford	ORGANIZATION
with	O
35,563	O
registrations	O
,	O
or	O
11.7	O
percent	O
.	O
Only	O
Seat	ORGANIZATION
and	O
Porsche	ORGANIZATION
had	O
fewer	O
registrations	O
in	O
July	O
1996	O
compared	O
to	O
last	O
year	O
's	O
July	O
.	O
Seat	ORGANIZATION
posted	O
3,420	O
registrations	O
compared	O
with	O
5522	O
registrations	O
in	O
July	O
a	O
year	O
earlier	O
.	O
Porsche	ORGANIZATION
's	O
registrations	O
fell	O
to	O
554	O
from	O
643	O
.	O
-DOCSTART-	O
GREEK	MISC
SOCIALISTS	O
GIVE	O
GREEN	O
LIGHT	O
TO	O
PM	O
FOR	O
ELECTIONS	O
.	O
ATHENS	LOCATION
1996-08-22	O
The	O
Greek	MISC
socialist	O
party	O
's	O
executive	O
bureau	O
gave	O
the	O
green	O
light	O
to	O
Prime	O
Minister	O
Costas	PERSON
Simitis	PERSON
to	O
call	O
snap	O
elections	O
,	O
its	O
general	O
secretary	O
Costas	PERSON
Skandalidis	PERSON
told	O
reporters	O
.	O
Prime	O
Minister	O
Costas	PERSON
Simitis	PERSON
is	O
going	O
to	O
make	O
an	O
official	O
announcement	O
after	O
a	O
cabinet	O
meeting	O
later	O
on	O
Thursday	O
,	O
said	O
Skandalidis	PERSON
.	O
--	O
Dimitris	PERSON
Kontogiannis	PERSON
,	O
Athens	ORGANIZATION
Newsroom	ORGANIZATION
+301	O
3311812-4	O
-DOCSTART-	O
BayerVB	ORGANIZATION
sets	O
C$	MISC
100	O
million	O
six-year	O
bond	O
.	O
LONDON	LOCATION
1996-08-22	O
The	O
following	O
bond	O
was	O
announced	O
by	O
lead	O
manager	O
Toronto	PERSON
Dominion	PERSON
.	O
BORROWER	O
BAYERISCHE	ORGANIZATION
VEREINSBANK	ORGANIZATION
AMT	O
C$	MISC
100	O
MLN	O
COUPON	O
6.625	O
MATURITY	O
24.SEP.02	O
TYPE	O
STRAIGHT	O
ISS	O
PRICE	O
100.92	O
PAY	O
DATE	O
24.SEP.96	O
FULL	O
FEES	O
1.875	O
REOFFER	O
99.32	O
SPREAD	O
+20	O
BP	O
MOODY	O
AA1	O
LISTING	O
LUX	O
PAY	O
FREQ	O
=	O
S&P	ORGANIZATION
=	O
DENOMS	O
(	O
K	O
)	O
1-10-100	O
SALE	O
LIMITS	O
US	LOCATION
/	O
UK	LOCATION
/	O
CA	LOCATION
NEG	O
PLG	O
NO	O
CRS	O
DEFLT	O
NO	O
FORCE	O
MAJ	O
=	O
GOV	O
LAW	O
GERMAN	MISC
HOME	O
CTRY	O
=	O
TAX	O
PROVS	O
STANDARD	O
MGT	O
/	O
UND	O
0.275	O
SELL	O
CONC	O
1.60	O
PRAECIP	O
=	O
UNDERLYING	O
GOVT	O
BOND	O
7.0	O
PCT	O
SEPT	O
2001	O
NOTES	O
BAYERISCHE	ORGANIZATION
VEREINSBANK	ORGANIZATION
IS	O
JOINT	O
LEAD	O
MANAGER	O
--	O
London	ORGANIZATION
Newsroom	ORGANIZATION
+44	O
171	O
542	O
7658	O
-DOCSTART-	O
Venantius	ORGANIZATION
sets	O
$	O
300	O
million	O
January	O
1999	O
FRN	O
.	O
LONDON	LOCATION
1996-08-22	O
The	O
following	O
floating-rate	O
issue	O
was	O
announced	O
by	O
lead	O
manager	O
Lehman	ORGANIZATION
Brothers	ORGANIZATION
International	ORGANIZATION
.	O
BORROWER	O
VENANTIUS	ORGANIZATION
AB	ORGANIZATION
(	O
SWEDISH	MISC
NATIONAL	O
MORTGAGE	O
AGENCY	O
)	O
AMT	O
$	O
300	O
MLN	O
SPREAD	O
-	O
12.5	O
BP	O
MATURITY	O
21.JAN.99	O
TYPE	O
FRN	O
BASE	O
3M	ORGANIZATION
LIBOR	O
PAY	O
DATE	O
S23.SEP.96	O
LAST	O
MOODY	O
AA3	O
ISS	O
PRICE	O
99.956	O
FULL	O
FEES	O
10	O
BP	O
LAST	O
S&P	ORGANIZATION
AA+	O
REOFFER	O
=	O
NOTES	O
S	O
SHORT	O
FIRST	O
COUPON	O
LISTING	O
LONDON	LOCATION
DENOMS	O
(	O
K	O
)	O
1-10-100	O
SALE	O
LIMITS	O
US	LOCATION
/	O
UK	LOCATION
/	O
JP	LOCATION
/	O
FR	LOCATION
NEG	O
PLG	O
YES	O
CRS	O
DEFLT	O
NO	O
FORCE	O
MAJ	O
IPMA	O
2	O
GOV	O
LAW	O
ENGLISH	MISC
HOME	O
CTRY	O
SWEDEN	LOCATION
TAX	O
PROVS	O
STANDARD	O
MGT	O
/	O
UND	O
5	O
BP	O
SELL	O
CONC	O
5	O
BP	O
PRAECIP	O
=	O
NOTES	O
ISSUED	O
OFF	O
EMTN	O
PROGRAMME	O
--	O
London	ORGANIZATION
Newsroom	ORGANIZATION
+44	O
171	O
542	O
8863	O
-DOCSTART-	O
Port	O
conditions	O
update	O
-	O
Syria	LOCATION
-	O
Lloyds	ORGANIZATION
Shipping	ORGANIZATION
.	O
Port	O
conditions	O
from	O
Lloyds	ORGANIZATION
Shipping	ORGANIZATION
Intelligence	ORGANIZATION
Service	ORGANIZATION
--	O
LATTAKIA	LOCATION
,	O
Aug	O
10	O
-	O
waiting	O
time	O
at	O
Lattakia	LOCATION
and	O
Tartous	LOCATION
presently	O
24	O
hours	O
.	O
-DOCSTART-	O
Israel	LOCATION
plays	O
down	O
fears	O
of	O
war	O
with	O
Syria	LOCATION
.	O
Colleen	PERSON
Siegel	PERSON
JERUSALEM	LOCATION
1996-08-22	O
Israel	LOCATION
's	O
outgoing	O
peace	O
negotiator	O
with	O
Syria	LOCATION
said	O
on	O
Thursday	O
current	O
tensions	O
between	O
the	O
two	O
countries	O
appeared	O
to	O
be	O
a	O
storm	O
in	O
a	O
teacup	O
.	O
Itamar	PERSON
Rabinovich	PERSON
,	O
who	O
as	O
Israel	LOCATION
's	O
ambassador	O
to	O
Washington	LOCATION
conducted	O
unfruitful	O
negotiations	O
with	O
Syria	LOCATION
,	O
told	O
Israel	ORGANIZATION
Radio	ORGANIZATION
it	O
looked	O
like	O
Damascus	LOCATION
wanted	O
to	O
talk	O
rather	O
than	O
fight	O
.	O
 	
It	O
appears	O
to	O
me	O
the	O
Syrian	MISC
priority	O
is	O
still	O
to	O
negotiate	O
.	O
The	O
Syrians	MISC
are	O
confused	O
,	O
they	O
are	O
definitely	O
tense	O
,	O
but	O
the	O
general	O
assessment	O
here	O
in	O
Washington	LOCATION
is	O
that	O
this	O
is	O
essentially	O
a	O
storm	O
in	O
a	O
teacup	O
,	O
 	
he	O
said	O
.	O
Rabinovich	PERSON
is	O
winding	O
up	O
his	O
term	O
as	O
ambassador	O
.	O
He	O
will	O
be	O
replaced	O
by	O
Eliahu	PERSON
Ben-Elissar	PERSON
,	O
a	O
former	O
Israeli	MISC
envoy	O
to	O
Egypt	LOCATION
and	O
right-wing	O
Likud	ORGANIZATION
party	O
politician	O
.	O
Israel	LOCATION
on	O
Wednesday	O
sent	O
Syria	LOCATION
a	O
message	O
,	O
via	O
Washington	LOCATION
,	O
saying	O
it	O
was	O
committed	O
to	O
peace	O
and	O
wanted	O
to	O
open	O
negotiations	O
without	O
preconditions	O
.	O
But	O
it	O
slammed	O
Damascus	LOCATION
for	O
creating	O
what	O
it	O
called	O
a	O
dangerous	O
atmosphere	O
.	O
Syria	LOCATION
accused	O
Israel	LOCATION
on	O
Wednesday	O
of	O
launching	O
a	O
hysterical	O
campaign	O
against	O
it	O
after	O
Israeli	MISC
television	O
reported	O
that	O
Damascus	LOCATION
had	O
recently	O
test	O
fired	O
a	O
missile	O
.	O
It	O
said	O
its	O
arms	O
purchases	O
were	O
for	O
defensive	O
purposes	O
.	O
 	
The	O
message	O
that	O
we	O
sent	O
to	O
(	O
Syrian	MISC
President	O
Hafez	PERSON
al-	PERSON
)	O
Assad	PERSON
is	O
that	O
Israel	LOCATION
is	O
ready	O
at	O
any	O
time	O
without	O
preconditions	O
to	O
enter	O
peace	O
negotiations	O
,	O
 	
Israeli	MISC
Foreign	O
Minister	O
David	PERSON
Levy	PERSON
told	O
Israel	ORGANIZATION
Radio	ORGANIZATION
in	O
an	O
interview	O
.	O
Tension	O
has	O
mounted	O
since	O
Israeli	MISC
Prime	O
Minister	O
Benjamin	PERSON
Netanyahu	PERSON
took	O
office	O
in	O
June	O
vowing	O
to	O
retain	O
the	O
Golan	LOCATION
Heights	LOCATION
Israel	LOCATION
captured	O
from	O
Syria	LOCATION
in	O
the	O
1967	O
Middle	LOCATION
East	LOCATION
war	O
.	O
Israeli-Syrian	MISC
peace	O
talks	O
have	O
been	O
deadlocked	O
over	O
the	O
Golan	LOCATION
since	O
1991	O
despite	O
the	O
previous	O
government	O
's	O
willingness	O
to	O
make	O
Golan	LOCATION
concessions	O
.	O
Peace	O
talks	O
between	O
the	O
two	O
sides	O
were	O
last	O
held	O
in	O
February	O
.	O
 	
The	O
voices	O
coming	O
out	O
of	O
Damascus	LOCATION
are	O
bad	O
,	O
not	O
good	O
.	O
The	O
media	O
...	O
are	O
full	O
of	O
expressions	O
and	O
declarations	O
that	O
must	O
be	O
worrying	O
...	O
this	O
artificial	O
atmosphere	O
is	O
very	O
dangerous	O
because	O
those	O
who	O
spread	O
it	O
could	O
become	O
its	O
prisoners	O
,	O
 	
Levy	PERSON
said	O
.	O
 	
We	O
expect	O
from	O
Syria	LOCATION
,	O
if	O
its	O
face	O
is	O
to	O
peace	O
,	O
that	O
it	O
will	O
answer	O
Israel	LOCATION
's	O
message	O
to	O
enter	O
peace	O
negotiations	O
because	O
that	O
is	O
our	O
goal	O
,	O
 	
he	O
said	O
.	O
 	
We	O
do	O
not	O
want	O
a	O
war	O
,	O
God	PERSON
forbid	O
.	O
No	O
one	O
benefits	O
from	O
wars	O
.	O
 	
Israel	LOCATION
's	O
Channel	ORGANIZATION
Two	ORGANIZATION
television	O
said	O
Damascus	LOCATION
had	O
sent	O
a	O
 	
calming	O
signal	O
 	
to	O
Israel	LOCATION
.	O
It	O
gave	O
no	O
source	O
for	O
the	O
report	O
.	O
Netanyahu	PERSON
and	O
Levy	PERSON
's	O
spokesmen	O
said	O
they	O
could	O
not	O
confirm	O
it	O
.	O
The	O
television	O
also	O
said	O
that	O
Netanyahu	PERSON
had	O
sent	O
messages	O
to	O
reassure	O
Syria	LOCATION
via	O
Cairo	LOCATION
,	O
the	O
United	LOCATION
States	LOCATION
and	O
Moscow	LOCATION
.	O
-DOCSTART-	O
Polish	MISC
diplomat	O
denies	O
nurses	O
stranded	O
in	O
Libya	LOCATION
.	O
TUNIS	LOCATION
1996-08-22	O
A	O
Polish	MISC
diplomat	O
on	O
Thursday	O
denied	O
a	O
Polish	MISC
tabloid	O
report	O
this	O
week	O
that	O
Libya	LOCATION
was	O
refusing	O
exit	O
visas	O
to	O
100	O
Polish	MISC
nurses	O
trying	O
to	O
return	O
home	O
after	O
working	O
in	O
the	O
North	MISC
African	MISC
country	O
.	O
 	
This	O
is	O
not	O
true	O
.	O
Up	O
to	O
today	O
,	O
we	O
have	O
no	O
knowledge	O
of	O
any	O
nurse	O
stranded	O
or	O
kept	O
in	O
Libya	LOCATION
without	O
her	O
will	O
,	O
and	O
we	O
have	O
not	O
received	O
any	O
complaint	O
,	O
 	
the	O
Polish	MISC
embassy	O
's	O
charge	O
d'affaires	O
in	O
Tripoli	LOCATION
,	O
Tadeusz	PERSON
Awdankiewicz	PERSON
,	O
told	O
Reuters	ORGANIZATION
by	O
telephone	O
.	O
Poland	LOCATION
's	O
labour	O
ministry	O
said	O
this	O
week	O
it	O
would	O
send	O
a	O
team	O
to	O
Libya	LOCATION
to	O
investigate	O
,	O
but	O
Awdankiewicz	PERSON
said	O
the	O
probe	O
was	O
prompted	O
by	O
some	O
nurses	O
complaining	O
about	O
their	O
work	O
conditions	O
such	O
as	O
non-payment	O
of	O
their	O
salaries	O
.	O
He	O
said	O
that	O
there	O
are	O
an	O
estimated	O
800	O
Polish	MISC
nurses	O
working	O
in	O
Libya	LOCATION
.	O
-DOCSTART-	O
Two	O
Iranian	MISC
opposition	O
leaders	O
meet	O
in	O
Baghdad	LOCATION
.	O
Hassan	PERSON
Hafidh	PERSON
BAGHDAD	LOCATION
1996-08-22	O
An	O
Iranian	MISC
exile	O
group	O
based	O
in	O
Iraq	LOCATION
vowed	O
on	O
Thursday	O
to	O
extend	O
support	O
to	O
Iran	LOCATION
's	O
Kurdish	MISC
rebels	O
after	O
they	O
were	O
attacked	O
by	O
Iranian	MISC
troops	O
deep	O
inside	O
Iraq	LOCATION
last	O
month	O
.	O
A	O
Mujahideen	ORGANIZATION
Khalq	ORGANIZATION
statement	O
said	O
its	O
leader	O
Massoud	PERSON
Rajavi	PERSON
met	O
in	O
Baghdad	LOCATION
the	O
Secretary-General	O
of	O
the	O
Kurdistan	ORGANIZATION
Democratic	ORGANIZATION
Party	ORGANIZATION
of	ORGANIZATION
Iran	ORGANIZATION
(	O
KDPI	ORGANIZATION
)	O
Hassan	PERSON
Rastegar	PERSON
on	O
Wednesday	O
and	O
voiced	O
his	O
support	O
to	O
Iran	LOCATION
's	O
rebel	O
Kurds	MISC
.	O
 	
Rajavi	MISC
emphasised	O
that	O
the	O
Iranian	MISC
Resistance	ORGANIZATION
would	O
continue	O
to	O
stand	O
side	O
by	O
side	O
with	O
their	O
Kurdish	MISC
compatriots	O
and	O
the	O
resistance	O
movement	O
in	O
Iranian	LOCATION
Kurdistan	LOCATION
,	O
 	
it	O
said	O
.	O
A	O
spokesman	O
for	O
the	O
group	O
said	O
the	O
meeting	O
 	
signals	O
a	O
new	O
level	O
of	O
cooperation	O
between	O
Mujahideen	ORGANIZATION
Khalq	ORGANIZATION
and	O
the	O
Iranian	MISC
Kurdish	MISC
oppositions	O
 	
.	O
Iran	LOCATION
heavily	O
bombarded	O
targets	O
in	O
northern	O
Iraq	LOCATION
in	O
July	O
in	O
pursuit	O
of	O
KDPI	ORGANIZATION
guerrillas	O
based	O
in	O
Iraqi	MISC
Kurdish	MISC
areas	O
outside	O
the	O
control	O
of	O
the	O
government	O
in	O
Baghdad	LOCATION
.	O
Iraqi	MISC
Kurdish	MISC
areas	O
bordering	O
Iran	LOCATION
are	O
under	O
the	O
control	O
of	O
guerrillas	O
of	O
the	O
Iraqi	ORGANIZATION
Kurdish	ORGANIZATION
Patriotic	ORGANIZATION
Union	ORGANIZATION
of	ORGANIZATION
Kurdistan	ORGANIZATION
(	O
PUK	ORGANIZATION
)	O
group	O
.	O
PUK	ORGANIZATION
and	O
Iraq	LOCATION
's	O
Kurdistan	ORGANIZATION
Democratic	ORGANIZATION
Party	ORGANIZATION
(	O
KDP	ORGANIZATION
)	O
the	O
two	O
main	O
Iraqi	MISC
Kurdish	MISC
factions	O
,	O
have	O
had	O
northern	O
Iraq	LOCATION
under	O
their	O
control	O
since	O
Iraqi	MISC
forces	O
were	O
ousted	O
from	O
Kuwait	LOCATION
in	O
the	O
1991	O
Gulf	MISC
War	MISC
.	O
Clashes	O
between	O
the	O
two	O
parties	O
broke	O
out	O
at	O
the	O
weekend	O
in	O
the	O
most	O
serious	O
fighting	O
since	O
a	O
U.S.-sponsored	MISC
ceasefire	O
last	O
year	O
.	O
Mujahideen	ORGANIZATION
Khalq	ORGANIZATION
said	O
Iranian	MISC
troops	O
had	O
also	O
been	O
shelling	O
